project_index,omniclass_element,life_cycle_stage,gwp,ep,ap,sfp,odp,nred
201,Shell - Superstructure,A4,26966.2,10.06,124.92,4128.857,9.2374457e-10,382757.9
201,Shell - Superstructure,B4-B5,45625.4,15.870000000000001,243.11,3310.454,9.35573576e-05,494265.4
201,Shell - Superstructure,C2-C4,526973.7,697.81,3152.18,18950.948,2.5408477266e-08,2082697.9
201,Shell - Superstructure,D,-26933.9,-24.13,-605.02,-6635.7,0.00065518080915,-2602343.1999999997
201,Substructure,A1-A3,158253.7,27.509999999999998,543.12,9417.89,-0.000245331438,1419837.2
201,Substructure,A4,1326.8,0.51,6.15,203.149,4.5437999999999996e-11,18832.4
201,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
201,Substructure,C2-C4,20571.1,2.4,47.57,946.241,1.89219e-09,164819.90000000002
201,Substructure,D,-14575.6,-1.03,-26.03,-282.45,0.0001063090273,-135300.1
202,Interiors - Construction,A1-A3,46050.299999999996,20.99,225.66,2422.339,0.0011061788492039,568732.6
202,Interiors - Construction,A4,578.0,0.2,2.68,88.548,1.9800099e-11,8208.3
202,Interiors - Construction,B4-B5,33407.8,16.16,152.81,2254.683,0.00094776131237,434215.5
202,Interiors - Construction,C2-C4,452.4,0.14,2.96,97.74900000000001,1.954373219e-10,17035.0
202,Interiors - Construction,D,-32881.6,-3.99,-172.7,-1643.0,4.5844545493e-05,-322932.1
202,Interiors - Finishes,A1-A3,90741.4,29.68,390.72,4399.161,0.002660130467226,1327964.0
202,Interiors - Finishes,A4,2046.0,0.73,9.43,313.221,7.010844e-11,29037.3
202,Interiors - Finishes,B4-B5,10934.5,2.86,52.089999999999996,628.915,4.5917176760799995e-05,184230.5
202,Interiors - Finishes,C2-C4,6530.599999999999,1.45,29.65,589.029,1.1824001852e-09,102992.6
202,Interiors - Finishes,D,-6642.8,-0.4,-30.849999999999998,-239.673,9.430928575400001e-06,-60566.6
202,Shell - Enclosure,A1-A3,1823981.4,298.82,4500.58,54943.873,0.703891965477478,11134763.0
202,Shell - Enclosure,A4,11328.5,4.18,52.480000000000004,1734.544,3.8787400022e-10,160797.9
202,Shell - Enclosure,B4-B5,190304.0,90.16,1396.8999999999999,17536.135000000002,0.002149629511709,3408066.0
202,Shell - Enclosure,C2-C4,176864.80000000002,20.36,386.55999999999995,7705.02,0.0001436152287981368,1336027.4
202,Shell - Enclosure,D,-394996.1,-34.6,-1568.74,-14415.663999999999,0.0013874813796928,-3723694.3
202,Shell - Superstructure,A1-A3,5119822.6,808.96,25192.18,280724.364,0.0145611448899072,51291669.0
202,Shell - Superstructure,A4,59865.1,22.330000000000002,277.38,9166.029,2.0506626408e-09,849721.9
202,Shell - Superstructure,B4-B5,118265.9,19.43,323.44,8984.368999999999,0.000547916414284,1323302.8
202,Shell - Superstructure,C2-C4,463815.7,75.09,1484.25,29516.327,5.9082023189e-08,5143286.3
202,Shell - Superstructure,D,-377802.5,-25.86,-668.76,-6990.5869999999995,0.002764548113949613,-3505834.7
202,Substructure,A1-A3,182679.4,34.08,663.07,11934.972,-0.00022979803770000002,1610795.7
202,Substructure,A4,1526.0,0.56,7.06,233.654,5.21682e-11,21660.5
202,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
202,Substructure,C2-C4,27972.4,3.82,76.00999999999999,1512.258,3.0215326e-09,263408.5
202,Substructure,D,-20695.899999999998,-1.4000000000000001,-36.519999999999996,-378.10499999999996,0.000151437338813,-191864.8
203,Interiors - Construction,A1-A3,34319.0,6.03,133.22,1863.027,0.00043564088,407624.9
203,Interiors - Construction,A4,329.8,0.11,1.52,50.472,1.1289810099999999e-11,4678.9
203,Interiors - Construction,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
203,Interiors - Construction,C2-C4,12.7,0.0,0.05,1.13,2.26925052e-12,197.7
203,Interiors - Construction,D,-19330.7,-1.54,-37.97,-536.496,0.000136855554,-180699.6
203,Interiors - Finishes,A1-A3,209381.6,60.88,1072.54,11328.257000000001,0.00259337604429438,2693278.1
203,Interiors - Finishes,A4,3009.7,1.07,13.959999999999999,460.844,1.0308307303499999e-10,42721.2
203,Interiors - Finishes,B4-B5,59840.3,23.56,179.19,3724.3869999999997,2.8484981822e-06,1068233.9
203,Interiors - Finishes,C2-C4,11451.8,2.78,52.11,1016.2520000000001,2.0319254727542e-09,177003.0
203,Interiors - Finishes,D,-75355.9,-8.31,-500.67,-3944.284,-1.736784329e-05,-722111.7
203,Shell - Enclosure,A1-A3,1451166.6,300.24,4718.45,51259.937,0.5022373306463371,10833997.1
203,Shell - Enclosure,A4,13086.7,4.92,60.64,2003.688,4.4819277968e-10,185748.8
203,Shell - Enclosure,B4-B5,311078.6,117.03,2242.64,28858.835,5.0383757658e-06,4727718.5
203,Shell - Enclosure,C2-C4,124685.3,16.34,87.91,1340.424,0.0001019824495992598,220314.80000000002
203,Shell - Enclosure,D,-177428.2,-20.42,-1186.57,-9509.976,-7.787737307538e-05,-1715623.7
203,Shell - Superstructure,A1-A3,5221886.0,1086.02,17882.63,291724.615,0.11203529240162177,50459671.5
203,Shell - Superstructure,A4,202225.2,112.98,2167.91,53799.182,6.6491266601e-09,2813428.9
203,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
203,Shell - Superstructure,C2-C4,1718730.9,2122.6200000000003,9752.82,65471.656,9.48825820696e-08,7887971.2
203,Shell - Superstructure,D,670639.6,-1.760000000000002,-66.66,5199.158,-0.003472650598474336,166153.7
203,Substructure,A1-A3,179036.2,27.36,415.11,8085.454,1.0281404034455e-05,1594839.7
203,Substructure,A4,7661.0,4.7,95.62,2294.176,2.48947445e-10,105979.7
203,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
203,Substructure,C2-C4,46291.9,5.42,106.78,2123.943,4.24843631e-09,369953.5
203,Substructure,D,29380.3,2.6799999999999997,63.11,1095.985,-0.00020071884286293002,277992.2
204,Interiors - Construction,A1-A3,755213.2,183.29,2268.77,37097.306,0.00644037807592,6590946.7
204,Interiors - Construction,A4,32151.6,12.05,148.93,4922.843,1.100640945e-09,456364.1
204,Interiors - Construction,B4-B5,82915.8,61.39,344.47999999999996,4310.439,0.0029597408711,1045471.0
204,Interiors - Construction,C2-C4,64243.799999999996,17.84,292.58,5832.852,1.1408380351e-08,1008445.4
204,Interiors - Construction,D,-188314.0,-18.72,-574.46,-6424.24,0.000930888826476,-1819243.9
204,Interiors - Finishes,A1-A3,332046.0,142.01,885.74,12522.347,0.0018487588856224,4970765.4
204,Interiors - Finishes,A4,11470.7,4.14,53.1,1756.525,3.92871668e-10,162834.0
204,Interiors - Finishes,B4-B5,390408.0,155.38,1098.71,19189.788,0.00031165864215159994,6162846.6
204,Interiors - Finishes,C2-C4,59586.9,20.97,278.46,4592.779,8.983701694e-09,771050.4
204,Interiors - Finishes,D,-17498.399999999998,-3.1,-123.1,-1185.681,6.498863369e-05,-303879.3
204,Shell - Enclosure,A1-A3,2252537.0,490.39,13949.78,139753.167,0.0266849002023139,29826278.7
204,Shell - Enclosure,A4,32280.8,12.030000000000001,149.55,4942.706,1.1051157394e-09,458205.8
204,Shell - Enclosure,B4-B5,734209.9,230.47,5138.83,66386.069,0.005339417139821,11245002.5
204,Shell - Enclosure,C2-C4,46570.200000000004,18.349999999999998,208.9,3868.7780000000002,3.914815660456e-06,663489.0
204,Shell - Enclosure,D,-614656.5,-62.53,-3605.4199999999996,-29042.465,0.0006407022606183,-5797344.0
204,Shell - Superstructure,A1-A3,28764253.2,5361.01,124660.44,1765626.546,0.0782776857838643,270869161.6
204,Shell - Superstructure,A4,336525.5,126.7,1559.29,51526.54,1.15257865476e-08,4776682.4
204,Shell - Superstructure,B4-B5,90.79999999999998,0.02,0.52,5.5009999999999994,7.068868e-09,994.5
204,Shell - Superstructure,C2-C4,3419147.3,410.57,8100.51,161095.427,3.22297721763e-07,28065997.2
204,Shell - Superstructure,D,2778211.0,245.45,5818.25,97156.016,-0.01926133695425175,26223272.6
204,Substructure,A1-A3,4059398.9000000004,836.3699999999999,15058.35,280526.768,0.0007671496859,35251887.6
204,Substructure,A4,41479.8,15.66,192.18,6351.1759999999995,1.4198209e-09,588775.3
204,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
204,Substructure,C2-C4,673407.9,78.83,1555.13,30929.367,6.1866204e-08,5387360.0
204,Substructure,D,603592.6,53.120000000000005,1268.53,20880.359,-0.004177635887986,5697627.0
204,Unknown,A1-A3,2655.5,0.94,14.6,180.25400000000002,3.68076524e-05,35018.7
204,Unknown,A4,40.5,0.0,0.18,6.194,1.384537e-12,574.2
204,Unknown,B4-B5,1963.0,0.71,9.69,113.587,3.5402018e-05,24569.7
204,Unknown,C2-C4,439.20000000000005,1.03,3.9299999999999997,13.439,8.6342768e-12,562.7
204,Unknown,D,-1966.3,-0.26,-7.17,-90.53300000000002,9.20577e-06,-22843.2
205,Interiors - Construction,A1-A3,5557.4,5.1,42.410000000000004,531.672,8.32702823812e-05,75383.3
205,Interiors - Construction,A4,241.6,0.06,1.04,36.919000000000004,8.256953702e-12,3422.7
205,Interiors - Construction,B4-B5,10469.3,13.75,92.83,917.3009999999999,0.0001275681611252,124680.0
205,Interiors - Construction,C2-C4,5186.6,4.88,30.51,133.995,9.932565925725001e-11,6850.4
205,Interiors - Construction,D,-3491.0,-1.32,-54.41,-528.96,-1.4958135734400003e-06,-122640.6
205,Interiors - Finishes,A1-A3,12516.3,1.84,22.69,419.182,2.278625429176e-06,224644.5
205,Interiors - Finishes,A4,578.3,0.19,2.64,88.591,1.9815626612e-11,8212.5
205,Interiors - Finishes,B4-B5,13323.0,12.41,170.55,4663.076,9.5898163540131e-05,896095.7
205,Interiors - Finishes,C2-C4,1240.8,2.98,37.78,395.131,2.1163349543514e-09,54666.9
205,Interiors - Finishes,D,1026.4,-1.08,-30.029999999999998,-356.28499999999997,-1.0559956167822e-05,-84111.1
205,Shell - Enclosure,A1-A3,12534.3,1.81,24.669999999999998,334.803,0.00423095581351874,133795.2
205,Shell - Enclosure,A4,117.4,0.04,0.51,17.953,4.016142337e-12,1664.6000000000001
205,Shell - Enclosure,B4-B5,3140.4,25.23,382.63,5870.558,2.7505592331342e-05,1372577.8
205,Shell - Enclosure,C2-C4,1600.5,11.06,113.5,853.639,8.497067517999815e-07,93096.3
205,Shell - Enclosure,D,8100.8,-2.59,-64.18,-783.47,1.10440924231619e-05,-257346.1
205,Shell - Superstructure,A1-A3,31705.600000000002,6.920000000000001,113.52,1859.905,-1.4640682558402004e-05,316124.6
205,Shell - Superstructure,A4,423.7,0.15999999999999998,1.98,64.881,1.4512668688e-11,6014.5
205,Shell - Superstructure,B4-B5,1072.8,7.59,113.72,1310.339,3.01436222544e-06,120564.1
205,Shell - Superstructure,C2-C4,5001.0,18.06,116.74,792.62,1.0661330889160001e-09,86738.7
205,Shell - Superstructure,D,199.1999999999999,-2.38,-63.75,-740.722,1.7533036512748e-05,-219714.2
205,Substructure,A1-A3,3869.4,0.76,10.61,217.104,-1.7203649240000001e-06,35725.1
205,Substructure,A4,47.5,0.02,0.22,7.282,1.6292169999999999e-12,675.1999999999999
205,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
205,Substructure,C2-C4,433.7,0.1,2.0,39.839999999999996,7.9687858e-11,6939.299999999999
205,Substructure,D,225.5,0.03,0.55,11.536000000000001,-1.4616863917e-06,2165.7000000000003
206,Interiors - Construction,A1-A3,102560.3,46.6,566.51,6957.933,0.0024071315760027,1302303.7
206,Interiors - Construction,A4,1939.4,0.58,8.88,296.797,6.6369255e-11,27514.0
206,Interiors - Construction,B4-B5,69933.0,42.13,428.11,5599.629,0.001818230912922,910069.5
206,Interiors - Construction,C2-C4,2958.7,4.58,19.53,189.09,2.348973081e-10,25019.9
206,Interiors - Construction,D,-45572.9,-5.73,-197.14000000000001,-2179.433,0.0001344266393,-470203.5
206,Interiors - Finishes,A1-A3,219600.9,38.63,2724.18,8835.952,0.001744128225626,3589994.4
206,Interiors - Finishes,A4,4750.9,1.67,21.64,727.483,1.62739166e-10,67439.8
206,Interiors - Finishes,B4-B5,387340.8,77.68,7513.08,18201.232,0.001856815369677,7748003.8
206,Interiors - Finishes,C2-C4,15796.800000000001,7.94,73.9,1286.724,2.571128622e-09,218146.8
206,Interiors - Finishes,D,-45956.0,-4.5200000000000005,-122.81,-1591.789,0.00019744036510251,-496850.8
206,Shell - Enclosure,A1-A3,787914.3,154.37,3030.52,33297.742,0.010155910973194014,11781022.8
206,Shell - Enclosure,A4,15352.9,5.61,70.95,2350.576,5.25876349579e-10,217906.8
206,Shell - Enclosure,B4-B5,313454.7,88.57,1297.66,14381.918,0.003814131189250154,5774193.5
206,Shell - Enclosure,C2-C4,34230.1,28.1,185.7,3055.004,1.0352722899596742e-06,506096.39999999997
206,Shell - Enclosure,D,-62784.1,-6.64,-325.82,-2724.27,0.00010554802974452,-615995.3
206,Shell - Superstructure,A1-A3,1786296.3,319.78000000000003,7163.48,111025.23700000001,0.001417351916009,17020895.099999998
206,Shell - Superstructure,A4,16680.5,6.15,77.23,2554.071,5.70935864e-10,236771.0
206,Shell - Superstructure,B4-B5,14651.6,2.6,54.82,823.331,0.00016360032819000002,168862.9
206,Shell - Superstructure,C2-C4,214878.4,25.3,500.74,9959.116,1.9969405752e-08,1734827.6
206,Shell - Superstructure,D,-199242.2,-14.27,-364.56,-4263.058,0.001441865117159,-1853341.4
206,Substructure,A1-A3,148442.9,29.33,519.16,10142.291000000001,-9.22024776e-05,1243188.3
206,Substructure,A4,1303.5,0.48,6.0200000000000005,199.62199999999999,4.46227e-11,18505.5
206,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
206,Substructure,C2-C4,32489.399999999998,3.73,74.10000000000001,1473.748,2.9480353e-09,256694.2
206,Substructure,D,-4945.5,-0.12999999999999998,-5.74,60.916000000000004,3.9922042910000004e-05,-44226.200000000004
207,Interiors - Construction,A1-A3,81801.0,14.81,338.12,4253.046,0.000766081266491805,993616.8
207,Interiors - Construction,A4,894.5,0.26,4.04,136.963,3.0635861298e-11,12696.8
207,Interiors - Construction,B4-B5,10721.4,3.61,46.97,649.562,7.744561967794e-05,144057.2
207,Interiors - Construction,C2-C4,559.1,0.44,2.81,20.873,2.80135970884e-11,2296.3
207,Interiors - Construction,D,-40390.0,-3.4,-107.67,-1281.3600000000001,0.0002452181675909,-384972.2
207,Interiors - Finishes,A1-A3,68888.3,16.18,181.34,2964.579,0.0008381461667617151,1093200.8
207,Interiors - Finishes,A4,2080.3,0.62,10.44,334.083,7.099834324990001e-11,29477.5
207,Interiors - Finishes,B4-B5,159866.3,50.65,475.44,7759.604,0.002162946378948124,2584419.9
207,Interiors - Finishes,C2-C4,11991.8,7.67,68.55,736.026,1.248486069011e-09,105902.8
207,Interiors - Finishes,D,-6682.8,-1.72,-40.45,-545.6419999999999,1.13115635059159e-05,-199749.19999999998
207,Shell - Enclosure,A1-A3,668423.7,119.26,1036.17,12669.99,0.3261578950626612,3194703.6
207,Shell - Enclosure,A4,3323.5,1.12,15.33,508.827,1.13817116684e-10,47169.8
207,Shell - Enclosure,B4-B5,101661.8,36.01,553.37,7066.339,0.00069856252504209,1559494.8
207,Shell - Enclosure,C2-C4,81392.3,4.03,49.58,927.962,7.87707700703882e-05,155579.8
207,Shell - Enclosure,D,-83662.2,-8.16,-318.64,-3215.087,0.0003425113891970952,-806176.3
207,Shell - Superstructure,A1-A3,318055.0,56.06,1539.65,16390.787,0.00247361185663601,3624557.7
207,Shell - Superstructure,A4,4870.9,1.76,22.580000000000002,745.716,1.6680438053e-10,69130.5
207,Shell - Superstructure,B4-B5,2462.2000000000003,0.8200000000000001,11.29,164.784,1.9410589474e-07,21595.1
207,Shell - Superstructure,C2-C4,32895.5,7.88,153.68,3003.22,5.9864562688200005e-09,521031.2
207,Shell - Superstructure,D,23074.8,2.0,45.940000000000005,942.5160000000001,-0.000159134797024399,204824.69999999998
207,Substructure,A1-A3,215441.0,41.24,662.06,12260.788,-0.0003013778433949,2043059.1
207,Substructure,A4,2183.6,0.78,10.11,334.39,7.47979548e-11,30999.2
207,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
207,Substructure,C2-C4,22485.8,5.2700000000000005,104.11,2070.188,4.1407816513e-09,360586.4
207,Substructure,D,-13376.900000000001,-0.76,-20.689999999999998,-98.22700000000003,0.00010145980301712001,-122471.7
207,Unknown,A1-A3,2953.2,0.51,11.379999999999999,159.006,3.6666671843798e-05,35350.0
207,Unknown,A4,28.3,0.0,0.13,4.3389999999999995,9.7050248e-13,402.3
207,Unknown,B4-B5,2957.4,0.51,11.37,162.257,3.666443814287e-05,35479.6
207,Unknown,C2-C4,1.2,0.0,0.0,0.116,2.30993176e-13,20.099999999999998
207,Unknown,D,-3072.8,-0.23,-6.07,-85.752,2.1677162162e-05,-28746.7
208,Interiors - Construction,A1-A3,157161.8,77.13,904.03,10390.369999999999,0.004452737519265,2009594.5
208,Interiors - Construction,A4,2227.8,0.7100000000000001,10.200000000000001,341.166,7.6361581e-11,31625.6
208,Interiors - Construction,B4-B5,109135.6,146.46,1327.3600000000001,13161.823,0.006921154818140001,2221101.1
208,Interiors - Construction,C2-C4,5279.8,10.040000000000001,41.54,226.046,2.336423873e-10,21408.1
208,Interiors - Construction,D,-162575.3,-29.38,-952.1,-10941.889000000001,-9.951887929000001e-05,-1877373.7
208,Interiors - Finishes,A1-A3,184382.4,42.86,3841.2,7539.527,0.001136691623708,2963899.0
208,Interiors - Finishes,A4,5099.3,1.76,24.25,792.738,1.74448506e-10,72340.5
208,Interiors - Finishes,B4-B5,398049.2,135.04,11048.77,19890.27,0.004240388946212,7105557.2
208,Interiors - Finishes,C2-C4,18066.8,7.44,82.12,1415.729,1.0995139030000001e-08,241651.8
208,Interiors - Finishes,D,-30327.3,-2.06,-51.60000000000001,-808.062,5.0751542942e-05,-397572.3
208,Shell - Enclosure,A1-A3,57344.7,16.56,266.23,2969.62,0.0015447941638138001,1130170.6
208,Shell - Enclosure,A4,966.7,0.33,4.45,148.035,3.30785457e-11,13723.0
208,Shell - Enclosure,B4-B5,14431.199999999999,14.62,241.82,2906.772,0.000276443557784,483950.1
208,Shell - Enclosure,C2-C4,2078.0,8.92,128.6,2414.435,1.376181409439e-07,414974.2
208,Shell - Enclosure,D,-22699.2,-2.42,-152.7,-979.346,-7.97307678135e-06,-226999.30000000002
208,Shell - Superstructure,A1-A3,381536.7,54.37,1597.19,20726.008,-0.00117498995519,4279505.7
208,Shell - Superstructure,A4,4112.2,1.5,18.99,629.732,1.40812958e-10,58377.5
208,Shell - Superstructure,B4-B5,0.0,1.6900000000000002,29.81,532.261,5.05910413e-05,95864.8
208,Shell - Superstructure,C2-C4,16119.300000000001,50.21,998.88,19869.754,3.974943216e-08,3460995.3
208,Shell - Superstructure,D,-34313.3,0.0800000000000003,-78.91000000000001,1300.936,0.00021110586360200006,-297302.6
208,Substructure,A1-A3,4952.0,5.73,47.92,332.05100000000004,0.0002111124,63487.399999999994
208,Substructure,A4,28.0,0.01,0.13,4.282,9.5776e-13,397.0
208,Substructure,B4-B5,4424.0,7.64,93.05000000000001,966.878,0.00056916,163360.8
208,Substructure,C2-C4,4.6,5.12,101.73,2024.107,4.0466812e-09,352556.6
208,Substructure,D,-5438.1,-0.98,-38.93,-226.74199999999996,-2.3735025545000003e-05,-65692.9
209,Interiors - Construction,A1-A3,59162.2,16.03,373.82,5635.077,0.00076111423546,790415.2000000001
209,Interiors - Construction,A4,2067.8,0.78,9.54,316.555,7.0807247152e-11,29345.2
209,Interiors - Construction,B4-B5,4047.8,1.7,25.59,296.068,7.80062e-07,27999.1
209,Interiors - Construction,C2-C4,38441.9,14.31,153.82,777.599,6.371581008127e-10,43744.2
209,Interiors - Construction,D,-6803.0,-3.52,-91.54,-1147.731,0.000103610512403,-363514.6
209,Interiors - Finishes,A1-A3,220512.9,111.46,399.65,7532.763,1.06390913171709e-05,3276669.9
209,Interiors - Finishes,A4,10158.3,3.72,46.91,1555.617,3.479680054368e-10,144210.8
209,Interiors - Finishes,B4-B5,479219.2,168.75,1483.57,28904.076,5.31021679913578e-05,9058731.9
209,Interiors - Finishes,C2-C4,41682.8,9.64,188.95,3751.234,7.5258549512887e-09,655785.1
209,Interiors - Finishes,D,-10.299999999999983,0.06,1.07,55.781,-5.181056512299999e-10,-488.00000000000034
209,Shell - Enclosure,A1-A3,539686.0,120.29,2526.18,33504.824,0.014937463340173835,6852611.9
209,Shell - Enclosure,A4,6640.7,2.37,30.73,1016.689,2.274175299057e-10,94251.7
209,Shell - Enclosure,B4-B5,95338.5,44.12,473.3,9052.931,5.1588724287955e-05,1423042.3
209,Shell - Enclosure,C2-C4,30373.5,19.03,130.42,978.924,1.6817084931953384e-06,112976.2
209,Shell - Enclosure,D,-202845.80000000002,-19.77,-746.49,-7767.139,0.0009818450335429018,-2073515.5999999999
209,Shell - Superstructure,A1-A3,1213336.8,214.06,4153.96,69115.634,-0.00064988864999927,11582924.8
209,Shell - Superstructure,A4,13806.2,5.12,63.95,2113.953,4.728581626078e-10,195970.3
209,Shell - Superstructure,B4-B5,15775.2,15.67,176.51,1262.763,9.31133903492e-05,220770.8
209,Shell - Superstructure,C2-C4,216389.9,111.17,789.1899999999999,8582.073,1.4933197003631e-08,1275315.4
209,Shell - Superstructure,D,-72190.4,-9.73,-246.72,-2684.91,0.000630428667972553,-1180533.0
209,Substructure,A1-A3,193250.7,34.1,542.66,10639.917,-0.000140931864017,1610049.3
209,Substructure,A4,1616.9,0.57,7.47,247.549,5.5372987e-11,22948.9
209,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
209,Substructure,C2-C4,38093.3,4.41,86.99,1730.232,3.460634209e-09,301368.8
209,Substructure,D,-7811.1,-0.36,-10.69,14.960000000000012,6.106451580220001e-05,-70726.4
210,Interiors - Construction,A1-A3,33472.1,8.47,198.74,2982.655,0.000561167105760913,445312.0
210,Interiors - Construction,A4,963.6,0.33,4.48,147.567,3.30080893316e-11,13680.0
210,Interiors - Construction,B4-B5,6471.7,8.6,56.81,502.53,1.2682226699692e-05,60912.5
210,Interiors - Construction,C2-C4,16956.7,12.53,83.6,377.396,2.945272695476e-10,20077.3
210,Interiors - Construction,D,-4741.1,-1.81,-44.04,-575.9549999999999,6.3299672519573e-05,-189176.3
210,Interiors - Finishes,A1-A3,138302.1,70.74,252.05,4727.291,4.403484505139165e-05,2067674.9
210,Interiors - Finishes,A4,6369.099999999999,2.19,29.39,975.156,2.181230384155e-10,90399.6
210,Interiors - Finishes,B4-B5,245754.1,96.03,720.31,14121.633,9.06144057492839e-05,4462133.7
210,Interiors - Finishes,C2-C4,26149.1,6.05,118.64,2351.489,4.7169500227066e-09,411018.5
210,Interiors - Finishes,D,-245.0,0.010000000000000002,0.10999999999999997,24.288,-3.78970337036e-10,-3660.1
210,Shell - Enclosure,A1-A3,440761.9,85.77,1336.67,15554.357,0.14446169552910856,3459700.4
210,Shell - Enclosure,A4,3527.5,1.1400000000000001,16.15,540.033,1.207967691131e-10,50063.1
210,Shell - Enclosure,B4-B5,92477.4,36.69,507.44,6738.997,0.0001656328599157462,1128935.5
210,Shell - Enclosure,C2-C4,49209.9,11.05,80.19,626.652,2.9133960041818535e-05,72746.9
210,Shell - Enclosure,D,-75115.8,-9.030000000000001,-465.17999999999995,-3956.621,0.00010688834442773796,-835812.5
210,Shell - Superstructure,A1-A3,946691.6,145.44,3922.2,51119.947,-2.7448776841170973e-05,9461703.8
210,Shell - Superstructure,A4,8555.9,3.2,39.62,1310.093,2.93047418544e-10,121450.0
210,Shell - Superstructure,B4-B5,30934.800000000003,18.64,239.26,2269.308,0.000102611443070251,305335.6
210,Shell - Superstructure,C2-C4,128685.9,62.98,455.58,5125.178,9.021365537755e-09,771875.8
210,Shell - Superstructure,D,-195218.5,-23.11,-1282.52,-10072.373,0.0001974299786846568,-2199598.6
210,Substructure,A1-A3,101984.6,18.88,256.81,5639.271000000001,-1.7350561467e-08,762199.8999999999
210,Substructure,A4,680.3000000000001,0.25,3.15,104.15,2.3296215959e-11,9654.6
210,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
210,Substructure,C2-C4,20915.8,2.39,47.5,944.5939999999999,1.88918720276e-09,164525.2
210,Substructure,D,448.7,0.21,3.42,141.10999999999999,1.4185670185299999e-08,5585.2
211,Interiors - Construction,A1-A3,69770.4,21.669999999999998,311.98,4052.139,0.0009045671594046,871101.4
211,Interiors - Construction,A4,941.8000000000001,0.35000000000000003,4.33,144.152,3.2243863365e-11,13362.9
211,Interiors - Construction,B4-B5,21471.9,14.47,117.53,1485.307,0.0001972197490817,311287.0
211,Interiors - Construction,C2-C4,906.7,1.04,4.82,56.237,6.89736028685e-11,7557.9
211,Interiors - Construction,D,-33223.5,-2.97,-78.17,-1059.129,0.00021276346791,-321005.3
211,Interiors - Finishes,A1-A3,55038.0,18.6,241.01000000000002,3607.271,0.000821992431503457,861835.5
211,Interiors - Finishes,A4,2537.8,0.92,11.74,388.521,8.69078687588e-11,36017.5
211,Interiors - Finishes,B4-B5,113468.7,35.47,468.34000000000003,6959.753000000001,0.0008206093828029159,1547765.6
211,Interiors - Finishes,C2-C4,31785.5,11.040000000000001,130.09,1015.9110000000001,2.32072076474695e-09,114159.2
211,Interiors - Finishes,D,7593.6,-3.7399999999999998,-96.25,-1177.407,-5.477150179600003e-06,-327043.10000000003
211,Shell - Enclosure,A1-A3,411729.1,68.59,753.3,8575.403,0.18465384077992325,2446395.3
211,Shell - Enclosure,A4,1925.5,0.65,8.89,294.85699999999997,6.5953999912e-11,27333.7
211,Shell - Enclosure,B4-B5,75132.1,25.509999999999998,373.73,4336.561,0.000276025552703478,1228659.2
211,Shell - Enclosure,C2-C4,47212.399999999994,13.969999999999999,183.54,3313.963,4.021212304307664e-05,560341.6
211,Shell - Enclosure,D,-40864.7,-4.0200000000000005,-198.29,-1489.441,0.00011152094830879709,-431571.1
211,Shell - Superstructure,A1-A3,561688.0,108.41,2081.74,31449.879999999997,0.002677285465555927,5993826.3
211,Shell - Superstructure,A4,5924.2,2.17,27.4,907.001,2.0288182512799998e-10,84081.90000000001
211,Shell - Superstructure,B4-B5,193091.09999999998,39.13,795.37,10991.487000000001,0.002164016765424927,2211894.9
211,Shell - Superstructure,C2-C4,42580.3,98.91000000000001,667.3199999999999,4985.18,7.149587417412e-09,589394.0
211,Shell - Superstructure,D,-143497.89999999997,-18.9,-466.51,-6078.861000000001,0.0011889703122941102,-2133785.3000000003
211,Unknown,A1-A3,6.7,0.0,0.04,0.38,8.71101e-10,78.3
211,Unknown,A4,0.0,0.0,0.0,0.006,1.38185e-15,0.6
211,Unknown,B4-B5,6.7,0.0,0.04,0.387,8.71103e-10,78.9
211,Unknown,C2-C4,0.0,0.0,0.0,0.0,2.9898e-16,0.0
211,Unknown,D,-7.1,0.0,-0.05,-0.36,-3.18912e-10,-66.7
212,Interiors - Construction,A1-A3,644851.8,199.72,3382.96,37656.807,0.009297610807940572,8143746.6
212,Interiors - Construction,A4,9003.4,3.08,41.57,1378.553,3.08360986438e-10,127796.5
212,Interiors - Construction,B4-B5,268792.6,155.27,1801.44,20072.95,0.003935030307843651,3426081.3
212,Interiors - Construction,C2-C4,20360.7,19.32,114.59,739.179,9.680708729542e-10,78490.4
212,Interiors - Construction,D,-271180.89999999997,-34.72,-1027.24,-12567.556,0.0010857769453858999,-2969795.4
212,Interiors - Finishes,A1-A3,319295.7,102.95,1014.18,13794.884,0.005405058173704388,4948423.0
212,Interiors - Finishes,A4,10311.6,3.5500000000000003,47.74,1579.205,3.532443432628e-10,146395.5
